0,1,2,3,4,5,6,7,8,9,10
265.0,270.58723341165535,270.8911726204433,270.89976160596865,270.89992614603955,270.899928542854,270.8999285711402,270.8999285714212,270.8999285714239,270.8999285714239,270.8999285714286
265.0,270.58362990539354,270.890967105808,270.8997556733728,270.8999260304975,270.8999285411463,270.89992857111974,270.8999285714209,270.89992857142386,270.89992857142386,270.8999285714286
265.0,270.5800312104642,270.8907593956963,270.8997496060646,270.8999259109423,270.89992853935877,270.8999285710981,270.8999285714206,270.8999285714238,270.8999285714238,270.8999285714286
265.0,270.57643731874737,270.89054949633515,270.89974340272136,270.8999257872857,270.8999285374887,270.8999285710752,270.89992857142033,270.89992857142374,270.89992857142374,270.8999285714286
265.0,270.57284822213865,270.8903374139363,270.89973706202665,270.899925659439,270.89992853553326,270.8999285710509,270.89992857142,270.8999285714237,270.8999285714237,270.8999285714286
265.0,270.56926391254893,270.89012315469665,270.89973058267,270.8999255273126,270.89992853348974,270.89992857102527,270.89992857141965,270.89992857142363,270.89992857142363,270.8999285714286
265.0,270.5656843819046,270.88990672479804,270.89972396334673,270.89992539081595,270.8999285313551,270.89992857099827,270.8999285714193,270.8999285714236,270.8999285714236,270.8999285714286
265.0,270.56210962214726,270.88968813040725,270.8997172027583,270.89992524985803,270.8999285291265,270.89992857096973,270.8999285714189,270.8999285714235,270.8999285714235,270.8999285714286
265.0,270.5585396252339,270.8894673776764,270.89971029961214,270.8999251043469,270.899928526801,270.8999285709396,270.8999285714185,270.89992857142346,270.89992857142346,270.8999285714286
265.0,270.5549743831367,270.8892444727427,270.89970325262146,270.89992495418977,270.8999285243753,270.8999285709079,270.8999285714181,270.8999285714234,270.8999285714234,270.8999285714286
265.0,270.5514138878432,270.88901942172834,270.89969606050556,270.8999247992933,270.8999285218465,270.89992857087447,270.89992857141766,270.89992857142335,270.89992857142335,270.8999285714286
265.0,270.54785813135607,270.88879223074093,270.8996887219896,270.8999246395632,270.89992851921136,270.89992857083934,270.89992857141726,270.8999285714233,270.8999285714233,270.8999285714286
265.0,270.5443071056933,270.8885629058733,270.89968123580445,270.89992447490465,270.8999285164666,270.8999285708023,270.8999285714168,270.89992857142323,270.89992857142323,270.8999285714286
265.0,270.5407608028878,270.8883314532035,270.89967360068704,270.8999243052218,270.8999285136089,270.89992857076334,270.89992857141635,270.8999285714232,270.8999285714232,270.8999285714286
265.0,270.5372192149878,270.88809787879484,270.89966581538005,270.89992413041836,270.899928510635,270.8999285707224,270.89992857141584,270.8999285714231,270.8999285714231,270.8999285714286
265.0,270.5336823340565,270.88786218869615,270.899657878632,270.8999239503971,270.89992850754135,270.8999285706794,270.89992857141533,270.89992857142306,270.89992857142306,270.8999285714286
265.0,270.5301501521722,270.88762438894145,270.8996497891972,270.89992376506024,270.8999285043246,270.8999285706342,270.89992857141476,270.899928571423,270.899928571423,270.8999285714286
265.0,270.5266226614283,270.8873844855503,270.8996415458357,270.8999235743091,270.89992850098105,270.89992857058684,270.8999285714142,270.89992857142295,270.89992857142295,270.8999285714286
265.0,270.52309985393305,270.88714248452766,270.8996331473134,270.8999233780445,270.8999284975072,270.89992857053716,270.89992857141357,270.8999285714229,270.8999285714229,270.8999285714286
265.0,270.51958172180986,270.886898391864,270.8996245924019,270.89992317616634,270.8999284938992,270.89992857048503,270.8999285714129,270.89992857142283,270.89992857142283,270.8999285714286
265.0,270.51606825719693,270.8866522135353,270.8996158798785,270.89992296857383,270.89992849015346,270.8999285704304,270.8999285714122,270.8999285714228,270.8999285714228,270.8999285714286
265.0,270.5125594522474,270.88640395550306,270.89960700852635,270.8999227551656,270.89992848626616,270.8999285703732,270.89992857141146,270.8999285714227,270.8999285714227,270.8999285714286
265.0,270.5090552991293,270.88615362371445,270.899597977134,270.8999225358395,270.8999284822334,270.8999285703133,270.89992857141067,270.89992857142266,270.89992857142266,270.8999285714286
